novel_author,novel_introduction,novel_name,novel_redu,novel_shoucang,novel_startdate,novel_status,novel_tag,novel_updatedate,novel_url,novel_zishu 
冰狐,"灾厄来临之际总是无声无息。
等回过神来时我已经站在了末日的终端。
我的双手决定着自己的命运。
退却逃离。
还是拼死一战？
现在我已经没得选择。
拿起手里的武器，前进，前进，只有继续向前。
或许可以看见明天的曙光。
the words of blessing for the dead",末日的终端,7.5万,32,2017-06-15 20:43,"
                        
                            连载中                    ",悬疑|5月征文,2017-06-16 13:01,http://www.linovel.net/book/102038.html,2.4万
玄幻ing,"【Science Angel】天使，六道市拥有特殊能力者。消失在七年前那场战争的他们，已经不复存在了，城市没有了他们依然也很太平。矢和向往常一样去往学校，却在教室里睡觉时意外的发现学校已经被破坏成了废墟。看见了他，一位美丽的少女拿着匕首向矢和走去，嘴里叨念着“遗忘的艾莉娅……”什么也不知道的矢和会发生什么样的事情呢……这个你得自己看下去啊……
这里是玄幻，各位大佬求赞求收藏啊啊啊",天使的赌注,7.7万,32,2017-06-11 20:34,"
                        
                            连载中                    ",幻想|后宫,2017-06-16 14:34,http://www.linovel.net/book/102012.html,7731
乌龙茶,"人生如戏
在人生的舞台上
能够接受观众热烈的掌声终究只是少数
那么，衬托了主角的配角们？
",探子、条子、戏子,9.8万,43,2017-05-30 22:10,"
                        
                            已完结                    ",悬疑|5月征文,2017-06-16 21:43,http://www.linovel.net/book/101947.html,1.7万
夕良Re,当白纸黑字变成赤裸裸的现实，一切都好像命中注定，而这一切的原因都没有原因，因为命运从来不讲道理。,六月二十三日,10.2万,46,2017-05-23 13:16,"
                        
                            连载中                    ",恐怖|悬疑|5月征文,2017-06-16 23:02,http://www.linovel.net/book/101905.html,2.4万
天上之昨,"“整個演場上，你們所有人身上都有一個炸彈”
機械音貫穿全場人的耳朵，所有人都呆住了
但是伴隨一聲響指，舞台上的人就自爆了，演廳降下了血雨，滴到了坐在椅子上的遊戲者(player)上
這是遊戲，讓人互相殘殺的殺戮遊戲
而且，這不過是開幕禮而已
",殺戮遊戲的開幕禮,8.7万,34,2017-06-09 14:02,"
                        
                            已完结                    ",恐怖|悬疑|5月征文,2017-06-16 23:02,http://www.linovel.net/book/101997.html,2.3万
黑白熊校长,"“我”不喜欢被人关注，胆小懦弱，恐惧社交，只想做一个再普通不过的学生。
毕业前的最后一次出游，竟让“我”成为了一个杀人犯，杀掉了最喜欢的女孩和最要好的朋友并抛尸湖中，但这开满凤眼莲的池塘似乎不太对劲。",凤眼莲花池,8.6万,42,2017-06-16 23:09,"
                        
                            已完结                    ",校园|恐怖|5月征文,2017-06-16 23:15,http://www.linovel.net/book/102053.html,5181
世世世界@提不起劲,超自然事件研究社的毕业旅行是到一座传闻闹鬼的荒地上露营，自以为身经百战的社员们还不清楚，他们将在岛上遭遇什么样情况。,滩涂、烂泥和红树林,8.8万,49,2017-06-16 22:57,"
                        
                            已完结                    ",悬疑|5月征文,2017-06-16 23:27,http://www.linovel.net/book/102051.html,5902
十三凌,"“这是我从朋友的朋友那里听来的……”

有着这样传说，存在着由二十多岁青年和十几岁小女孩组成的奇妙组合，平时不会有人特别注意到他们的存在，但是，当你遇到不可思议的事情的时候，你会见到他们，如果你运气足够好的话，会听到他们讲述的怪谈；又或者，你和发生在你身上的事情，会被他们变成他们所讲述的，下一个怪谈……


（一个以前脑洞过的人设想借着活动写出来，然而由于拖延症变成这样了能不能参加上随缘吧_(:зゝ∠)_）",传说中的人,7.2万,22,2017-06-16 23:06,"
                        
                            已完结                    ",恐怖|悬疑|5月征文,2017-06-16 23:42,http://www.linovel.net/book/102052.html,6955
南尼喜嘛斯嘎,"妹妹法度如下：
一、不可违背妹妹之道；
一、不可擅自打骂哥哥；
一、不可私下说哥哥坏话；
一、不可擅自跟别的男生亲近；
一、不可无故不听哥哥的话。
凡违反上述规定者，一律切腹谢罪。
如果以此为标准评判我的妹妹顾天灵，她恐怕是切腹一万遍都不足以谢罪。
因为我妹妹是个不折不扣的恶魔。
所以，我才向神明祈求，希望他能赐予我一个理想的妹妹……
（本故事由真实事件改编）",妹控末日,75.6万,167,2017-06-16 23:30,"
                        
                            连载中                    ",恐怖|悬疑|5月征文,2017-06-16 23:49,http://www.linovel.net/book/102054.html,4万
奈与白灵,"夜深人尽，酒吧里不再有嘈杂的吵闹声，偶尔有咖啡杯的擦拭声。
……不论话题如何偏转，最后夜晚总是在年轻貌美的老板娘的故事中结束。
这个故事就是《狐妖之死》。
一个在本应该在黎明前结束了的故事。
谨以此安慰一群失眠失意的年轻人，和那些付出生命的灵魂。",狐妖之死,7.9万,35,2017-06-03 16:52,"
                        
                            连载中                    ",悬疑|5月征文,2017-06-16 23:50,http://www.linovel.net/book/101964.html,6825
幻想蜗牛,一个关于名叫清橙的少女所经历的故事,清橙,8.4万,34,2017-06-16 23:56,"
                        
                            连载中                    ",悬疑|5月征文,2017-06-17 00:00,http://www.linovel.net/book/102056.html,8296
插花三三,"发生一些事之后，无奈回乡。原本以为是安稳度日，却不想迎接自己的依旧是灾难。

不过，俗话说得好，风雨之后见彩虹。

哪怕没有彩虹，来点太阳也足够了。",黑白相簿,7.9万,32,2017-06-16 15:38,"
                        
                            连载中                    ",悬疑|5月征文,2017-06-17 07:01,http://www.linovel.net/book/102046.html,5810
硬币,"裂谷岛
原本是“孤岛求生”运动的发源地。
但是此刻却成为了“有罪之人”的审判场。
设施被破坏，神秘的恐吓信件。
一切都是为了审判“有罪之人”？
神秘的阴谋，完美的犯罪。
即将于此地展开。",裂痕,9.4万,53,2017-05-28 15:22,"
                        
                            连载中                    ",悬疑|5月征文,2017-06-12 00:44,http://www.linovel.net/book/101933.html,9014
铁狼,"「数码世界(Digital·World)」——在这个由网络所怀孕出来的世界里生活着各式各样的生物，他们被称为——「数码怪兽(Digital·Monster)」，通称——「数码兽(Digimon)」

这是个由数码宝贝-交错的战争(数码宝贝第6部)为舞台的小说。

目前数码世界已经被分隔为108个Zone。而在其中一个被称为难民区的新手Zone里却突然出现一个少年，并被继承了众多前辈们记忆的「狮子兽」强迫性的当上了那里的「指挥官」。

到了异世界还以为是被抓来玩什么变态自相残杀死亡游戏的少年，为了回到自己的国家他就凭着自己的机智和跟其他「指挥官」完全不一样的「力量」，率领着他的队伍用最弱也是最强的战斗力把一一袭来的「麻烦」通通铲除至尽，然后安安定定的等待被称为「前线英雄队伍」的指挥官们打败可恶的<巴古拉军>为止！",数码宝贝之不想再领便当,13.2万,78,2016-11-29 14:08,"
                        
                            已完结                    ",异界|搞笑|同人,2017-06-12 10:18,http://www.linovel.net/book/101385.html,34.5万
北落师门,在极度缺乏水资源的近未来，一直渴望自杀的士兵艾许雷·哈威斯追寻死亡、畏惧死亡、最终能够坦然地面对自身存在。在漫长的旅途中，哈威斯见证了无数丑恶、美好、悲哀、充满希望的人或事。他失去了很多，也获得了很多。在生命迎来终结的最后一刻，他终于理解了生存的价值。,0 H2-O,7.5万,26,2017-06-12 16:55,"
                        
                            连载中                    ",战斗|科幻,2017-06-12 17:07,http://www.linovel.net/book/102018.html,4249
颜笑君,"“今天的天气不错，微风凉凉~”
“说的没错，这凉风吹的姐姐不要不要的。”
“闭上眼睛，就感觉自己好像天上的鸟儿一样在空中飞翔。”
“……等等，刚才谁在说话？！”",我的青春恋爱不会有问题,8.6万,45,2017-06-12 12:33,"
                        
                            连载中                    ",恋爱|校园|后宫,2017-06-12 18:45,http://www.linovel.net/book/102016.html,6120
Cononico,"当我外力将我从日常推向时之侍白骨累累的深渊坟冢，我才渐渐看清掩藏在日常之后的时间真相：
时间不断地报错、溢出、泄漏······
没有任何办法可以阻止它的衰减，当框架开始运行那一刻，目标便是灭亡。
每个回音的诞生、每粒质子的消失，即是对我、对人类、对地球、乃至对整个宇宙本质性的否定。
历史与未来一样，都在不断改变。
······
而我们，终将成为推动它完成倒计时的齿轮。",Orange Echo,59.7万,407,2016-11-09 21:06,"
                        
                            连载中                    ",幻想|校园|妖怪,2017-06-12 21:38,http://www.linovel.net/book/101311.html,12.2万
lxmstc,异世界的龙神大陆上坐落着五个王国，玄木、耀金、炽火潮海以及纳土；七年前，一支有传说中的奇人异兽组成的魔军席卷龙神大陆，玄木沦陷，其余四国联合起来，在纳土的国都平凉与魔军殊死一战，终于成功阻挡了魔军，也宣告了战争的开始，而如今，龙神大陆联军终于见到了胜利的曙光……,神龙之心Final,14.4万,53,2016-03-26 23:13,"
                        
                            已完结                    ",幻想|战斗|异界,2017-06-13 11:24,http://www.linovel.net/book/100086.html,12.5万
源修一,"苏恪苏楠在回校途中被巨大怪物袭击，命悬一线之时，他们穿越进了异世界，不靠谱的神明大人告诉他们“被天命选中的勇者们啊，去拯救世界吧。”
但是....
为什么我亲爱的基友莫名其妙地变成了妹子啊？
于是为了打败魔王，也为了将基友变回来，二人踏上了打败魔王，拯救世界的艰难之路！",与性转后的基友一起拯救异界,8.2万,44,2017-06-13 15:32,"
                        
                            连载中                    ",幻想|战斗|异界,2017-06-13 15:32,http://www.linovel.net/book/102024.html,9088
paulkirikawa,在故事的最后，甘博战胜了自己，他热爱（并歇斯底里地相信）基础物理学。,我如何学会收敛好奇心并爱上时髦的纸制黄色服装,8.5万,42,2017-06-13 21:08,"
                        
                            连载中                    ",恐怖|5月征文,2017-06-13 21:42,http://www.linovel.net/book/102027.html,3471
呆呆呆哒,"重新塑造一个全新的自我，然后开始一个全新的人生。
这就是划时代的全新技术，虚拟都市「莱曼斯蒂」以及虚拟人格「菲尔维斯」。
融合了种种奇幻元素的可以自行扩展的完全虚拟都市，以及住在里面的拥有完全自主性的虚拟第二人格。
就在所有人都对此狂热追寻的时候，少年斐洛的青梅竹马却因此而失踪，同时原本应该只存在于虚拟都市里面的那些虚拟人格却纷纷出现在了现实世界里。
更让人感觉不可思议的是，那座虚拟的都市正在和这个世界慢慢融合着——",创造吧，乐园萨拉菲缇,7.8万,34,2017-06-13 17:16,"
                        
                            连载中                    ",幻想|战斗,2017-06-14 08:34,http://www.linovel.net/book/102025.html,2.1万
宇佐美洛洛,"“智一！”
“嗯？怎麼了嗎？”
“不，沒什麼，宇佐美君。”
沒有什麼一開始就說是忘記的，也沒有說什麼一開始就模糊的，這是一個漸漸地的過程，忘記了的人忘記了就忘記了，但是記着的人卻永遠都記得。
也就是這樣！偶像部成立！
什麼！！！！你不要擅自做決定好不好啊！
以上
",暴动！私立星崎学园偶像部！,99.9万,1878,2016-07-22 18:10,"
                        
                            连载中                    ",恋爱|日常|校园,2017-06-14 13:53,http://www.linovel.net/book/100867.html,21.2万
月球背面的十六夜,"王都发生命案，福尔萨公爵与贝德罕公爵接连被杀，圣遗物被夺走。王都流传着银发杀人姬的传闻，杀人者是一个有着银色头发的女性。
然而一开始，人们只是将其当做饭后谈资，谁也不知道，这背后却有着不为人知的秘密。",银发杀人姬,8.5万,28,2017-06-09 18:25,"
                        
                            连载中                    ",战斗|悬疑|5月征文,2017-06-14 14:30,http://www.linovel.net/book/101998.html,3.3万
轻魂魁,"       瑞尔，一个流浪街头的孤儿。因为权贵们的玩笑成了落魄公主的守护骑士。
       瑞尔，一个被自己人讨厌的骑士。因为傻傻的执着走上了努力的道路。 
       瑞尔，他该何去何从？",一个骑士的一生,7.5万,35,2017-06-14 16:14,"
                        
                            连载中                    ",战斗|恋爱|治愈,2017-06-14 16:48,http://www.linovel.net/book/102030.html,9598
迷路巫女,"「恋爱」。
那是，十分美丽十分宝贵之物。
它会将无色又无聊的天空，染满瑰丽的樱红，用仅仅唯一的缤纷灿烂改变整个世界。
是令人憧憬的，满怀「心意」的结晶。

追寻着唯一之光的少女，她原本也是这么认为的。
但是——“在我准备告白的那天，看到了最喜欢的人杀人的场景。”
这样说着的她。终究，被她的恋爱，引向了另一种稍微偏差的「非常识」的新世界————。
",雨夜之星的固有运动,15.5万,83,2017-05-19 12:30,"
                        
                            已完结                    ",治愈|百合|5月征文,2017-06-14 19:15,http://www.linovel.net/book/101891.html,9.4万
萌太奇Sama,"我与兵器少女在异世界相遇，携手冒险的游戏人生。

这么平淡的介绍算啥啊？

那你叫我怎么介绍，我和吃货少女的糊涂旅程？

什么？又有个金发巨乳的美女乱入进来了？摆脱饶了我吧。

“主人，要不要我帮你干掉她”拜托了缇娜，你千万不要变成病娇。

我要安心升级可以吗？

“主人，我饿了。”好好，我们去吃饭。

所以说每次更新到一个评论我就再更一章哈，缇娜把你的枪放下！

缇娜赛高!待。",我与兵器少女的游戏人生,10.4万,110,2017-05-29 10:31,"
                        
                            连载中                    ",幻想|战斗,2017-06-14 21:59,http://www.linovel.net/book/101940.html,7万
望不见浮生的脸,"少女在火焰中哭泣，男孩在血泊中咆哮。
神秘的欧拉大陆，印刻灵纹的半兽人。
“什么是无与伦比的力量？”
“抛弃人性，挣脱枷锁！”
这是一部热血的魔幻轻小说，也是瓜皮主人公的传奇之路。",神之枷锁,8万,46,2017-06-02 09:51,"
                        
                            连载中                    ",幻想|后宫,2017-06-15 19:03,http://www.linovel.net/book/101959.html,3.2万
魔霸moba,"如果有一天，糖果之类的甜食不再让人出现发胖、蛀牙等问题，你会怎么做？
当然是很开心地吃糖吃到嗨了！
是的，现在这个状况成为了现实，甚至衍生出了“糖果超能力”这种东西。
然而。
——死神爱吃苹果，恶魔爱吃糖果
这句最新才诞生的俗语似乎预示着什么……
甜，是恶魔的触角。",糖果超能力,9.4万,45,2017-05-24 22:11,"
                        
                            连载中                    ",战斗|后宫|超能力,2017-06-15 20:53,http://www.linovel.net/book/101913.html,1.9万
星蕾幽崎,"自古以来，王国内的一扇特殊的门总会复活死去的人。 
死亡之后，大家会获得重新选择外貌、能力甚至是性别的‘掷点’。
但是这并不适用与全部的人，冒险家们若是被怪物袭击丧命，那就无法重生。 
今年，远征的日子即将到来，为了探索那逐渐被黑色飓风所污染的大地，众多的冒险家舍弃了永生的可能性，再一次的选择了对未知的追求……",青白色的复活之门,11.3万,72,2017-04-21 18:13,"
                        
                            连载中                    ",幻想|异界|百合,2017-06-04 22:15,http://www.linovel.net/book/101767.html,15.3万
夜幕晓布,错误的世界正确的人是可悲的，这个世界没有坏人，只有被这残酷世界逼疯的人，一切都是神给的荒唐的奇迹，但我一定会从神手中救所有人的，不会让谁再流泪谁再痛苦了，不会让任何一个人死的......这是我美好的初衷......,永远无法逃脱的诅咒,7.8万,37,2017-06-05 00:35,"
                        
                            连载中                    ",悬疑,2017-06-05 00:36,http://www.linovel.net/book/101974.html,1.3万
薰风灬习习,"运动会必需的市徽被毁，负责管理市徽的管理员被袭击。反正这一切与我没有任何关系。
警校男生战磊的这个想法，在与嫌疑人短暂对视的一瞬间便结束了。",开窗,10万,40,2017-06-03 17:26,"
                        
                            已完结                    ",搞笑|悬疑|5月征文,2017-06-05 18:27,http://www.linovel.net/book/101965.html,1.6万
斜暘ソシュ,"これは……僕のいない世界。
“呐，生命和存在，你选哪一个？”
我选哪一个？
一边是「生命」。一边是「存在」。
你会选择哪一个？
两个选项，都是不同意义上的死去，留下的都是我不在的世界。
两个选项，三次选择。
我的选择所缔造的结果是——",我不在的世界,9万,40,2017-06-05 23:33,"
                        
                            已完结                    ",悬疑|5月征文,2017-06-06 13:04,http://www.linovel.net/book/101979.html,5101
紫菜醬,"友情、爱情、热血、宫斗、心计、乱伦、同性、世界大战的史诗級科幻小說巨著
然而，都是骗人的，这只是一个普通的日常而已",这只是一个平凡的故事,7.9万,31,2017-06-01 18:33,"
                        
                            连载中                    ",搞笑|日常,2017-06-07 17:59,http://www.linovel.net/book/101956.html,2.6万
INS凌沂,"你是罪，我是正
你是恶，我是善
不想触及到推理的我却不得不接触推理。
因为推理能将真相全部公众于世
更重要的是，我仅仅是一个濒临绝望与希望、被“死神”包围住的侦探……
（小说地点人物事件纯属虚拟）",濒临推理的少女,9.7万,33,2017-05-02 22:34,"
                        
                            连载中                    ",校园|悬疑,2017-06-08 11:10,http://www.linovel.net/book/101807.html,1.2万
崎和清泉,"某一天，我百般无聊的和妹妹玩着电脑，然后就被神扔进他写的小说里啦！
一般来异世界的不是当勇者的吗？好嘛，我的妹妹就是魔王……
在这个小说里干嘛？在妹妹眼皮底下开后宫！
我的职业——别说了我想静静……
",我的妹妹是魔王,14万,182,2017-05-10 16:51,"
                        
                            连载中                    ",异界|后宫|妹控,2017-06-08 19:42,http://www.linovel.net/book/101836.html,5.4万
苏佑君Suyukun,在我死了以后……,在我死了以后……,9万,43,2017-06-08 20:14,"
                        
                            已完结                    ",悬疑|5月征文,2017-06-08 20:15,http://www.linovel.net/book/101994.html,1.1万
石斑鱼,在一个已经关闭的污水处理站里，传出了有幽灵出现的传说。因为这个传说，一群男女来到了这个污水站。但是，这个污水站并没有变成一个废墟。,污水站的幽灵,9万,40,2017-05-31 21:11,"
                        
                            已完结                    ",悬疑|5月征文,2017-06-09 01:08,http://www.linovel.net/book/101952.html,3.4万
石斑鱼,某一天，一个不速之客混入了一个合租房。关键的问题，那个不速之客是谁。,失血,8.6万,37,2017-06-09 01:31,"
                        
                            已完结                    ",百合|悬疑|5月征文,2017-06-09 01:37,http://www.linovel.net/book/101995.html,1.3万
二百斤的老猫子,"曾经在天空的彼端，那里存在着七个王座。
得到了承认的继承者将会拥有不可思议的力量。
于是少年的故事在离开了起源岛那一刻就这么开始了。",作者耙耙不爱你！,11.4万,52,2017-05-10 13:37,"
                        
                            连载中                    ",日常|超能力|节操,2017-06-09 13:36,http://www.linovel.net/book/101835.html,3万
斜暘ソシュ,"啪哒哒。
咯嗒嗒。
天花板又在响。
大学毕业一年了。
我租住在一栋公寓的顶楼，做了一名自由职业者。
喜欢的女孩自毕业之后就失去了联系，恋情也自然烂在了肚里。
可是她突然出现了。
她和楼顶上的玩弹珠的男孩有着共同的目的——",楼上的小孩和身旁的恋人•虚假的弹珠与不存在的爱,8.3万,37,2017-06-08 11:05,"
                        
                            已完结                    ",悬疑|5月征文,2017-06-09 22:30,http://www.linovel.net/book/101992.html,8110
xxgyzzy,"盛夏酷热炎炎，然而在WJ市却发生了让警方脊背发凉的恶性案件。
7月3日，学生们暑假的第二天，于市二中高中部的某个社团房间中发现了五名学生的尸体与一名神志不清的女高中生。
警官蔡乐康接到报案后赶往现场，亲眼目睹到了这场事后警方并没有对大众公布的“车裂案件”的猎奇现场。",车裂事件,9.4万,45,2017-05-27 22:53,"
                        
                            连载中                    ",悬疑|5月征文,2017-06-09 23:48,http://www.linovel.net/book/101931.html,2.6万
壳中的小鸟,"主人公能力是秒杀，故事会如何发展下去的呢？不知道能否让人期待的超能力乱斗故事。
虽然听上去好像某部名作，但是主人公既不是光头，也没有能够承担力量的坚韧灵魂。",无果的追逐,10.2万,57,2016-12-31 16:06,"
                        
                            连载中                    ",幻想|超能力|悬疑,2017-06-10 17:45,http://www.linovel.net/book/101474.html,1.6万
叶小天12138,"什么怪谈？那些都是不存在的，都是自欺欺人的虚假东西。
身为高中生的我原本天真地这么以为的。
可是那天晚上……写有血字的纸张，在面前突然死亡的少女，被附身后向我毫不犹豫刺出匕首的少女，还有在屋顶上看着这一切露出残忍笑容的少女。
这一切的一切都让我不得不承认，怪谈并不是虚假的。
但是我直到匕首刺入心脏地那一刻才恍然大悟，是不是太迟了呢？",怪谈社无怪谈,9.7万,60,2017-05-18 17:28,"
                        
                            连载中                    ",校园|恐怖|5月征文,2017-06-10 21:22,http://www.linovel.net/book/101888.html,3万
花匣,"“圣杯战争”，于冬木的数次骚乱之后，在魔术师间已成为了广为流传的秘闻。
理所当然地，魔术师们为了自己的野望开始尝试仿制圣杯，各种不同规模的以圣杯战争为名的仪式出现在世界各地。
此刻，于宁静的雪原，一场圣杯战争正悄然展开。
魔剑，魔王，武者，智者，异人，非人，圣人——英雄与罪人，生者与死者，抱持不同愿望的杀人者聚集于此，为了“万能的许愿机”登上祭坛，目指圣杯展开厮杀。
在六对主从踌躇满志之时，有一位master在最初便收到了“死亡宣告”——本是不死之身的死徒，却不得不在死之漩涡中挣扎，以求一线生机。
虽然讽刺，却是由鲜血写下的，并不滑稽的物语。
",Fate/Killers' Song,11.6万,86,2017-04-02 23:34,"
                        
                            连载中                    ",幻想|战斗|同人,2017-06-11 20:44,http://www.linovel.net/book/101698.html,3万
神宗虚合,"这是战斗系，真的........
士透：啊啊啊啊！果然我是穿越了吗？果然是这样的套路吗？吼吼吼~~~是不是要来后宫套路了是不是是不是啊作者大大？
作者：不可能的别想了，如果我就那么把你写成后宫的迟钝男主角岂不是众多的读者就要骂我老掉牙了 嘿嘿嘿~~放心套路还在，只不过你能不能把握住就看你的了哦士透同学！
士透：虽然你的口气有些不对但我也无所谓了，只要能给我妹子就行吼吼吼~~~可爱的妹子我来了啊啊~
作者：先把你的口水擦了混蛋，这可是介绍，不能让作者以为你是痴汉......嗯~说不定是痴汉的更有看头呢.....啊~不对，怎么可能，可爱的读者们都是遵纪守法的好民众呢！嗯嗯！总之就是这样啦！士透到了异世界后即将开始他的后宫【阴笑】之旅，让我们看看他的表现吧！
士透：哈哈啊哈~吼吼我来了妹子们~~

",Re:异世界的套路后宫与不走套路的我,9.5万,61,2017-05-13 13:59,"
                        
                            连载中                    ",战斗|异界|后宫,2017-05-30 14:11,http://www.linovel.net/book/101852.html,2.3万
四非,原本小时候被称为扫把星的我，在这一天与真正的扫把星相遇了。可真正的扫把星却是一名可爱的少女？.....就这样少女在我家住了下来，一年之后，我与她都发生了巨大变化，而刚升入高中的我，生活也在渐渐的发生改变.......,我家神明大人是衰神！,12.3万,104,2017-04-20 18:49,"
                        
                            连载中                    ",恋爱|搞笑|日常,2017-05-31 19:43,http://www.linovel.net/book/101763.html,5万
二百斤的老猫子,"自从十五年前，百鬼噬魂之夜事件开始，原本就混乱的都市愈加的混乱了。
为了应对异常的事态，灵侦这一职业应运而生。
身为终结了百鬼噬魂之夜朱猛男的儿子，我决定怂上一波。
“……你还要戳到什么时候？”浑身惨白、披头散发的女子伸着血红的指甲捶着我的胸口。
“呵呵呵呵呵呵……”毛骨悚然的笑声飘荡在空气中。
“呵你妹！”用我三十八码的巴掌一巴掌扇在了女鬼二十四码的脸上，幽暗的小巷刹那间阴森气息不再。
“日天，你刚才去哪了？”
“上了个厕所。”擦了擦手，我向着俏丽的古装女子走去。
“我和你说啊，我刚才突突突的就把几个小鬼给打成了渣……”欢快的声音伴随着脚步声逐渐远去。
“嗷！！！”惨白的女子重新聚合成形，那湿漉漉的长发间充满怨恨的黑眼珠将四周小巷再度侵染成破旧的景象。
突然间，一卷纸团闪着金灿灿的圣洁光芒划破天际。
“日天！你又乱丢垃圾了！”
灵侦的推理，其实靠的是拳头！",铁拳灵侦,8.7万,42,2017-05-25 23:13,"
                        
                            连载中                    ",悬疑|5月征文,2017-05-31 20:00,http://www.linovel.net/book/101919.html,8371
Makie,机甲是用来捕鱼的,这只臭龙虾！竟敢钳我的新车！,8.9万,33,2017-05-17 21:02,"
                        
                            连载中                    ",战斗|恋爱|伪娘,2017-05-31 22:36,http://www.linovel.net/book/101878.html,2.5万
花鸟,"在很久很久以前，洛可瓦拉国度被暮星女王统治着，不曾有人见过她的真面目。暮星女王通过操纵焚冥之力实施着高压政策，并逐渐被这股黑暗的力量吞噬了心智。最终暮星女王不仅将勇于反抗的炽耀勇者赶出洛可瓦拉，还亲手将洛可瓦拉王国封印在了无人知晓的星团漩涡中。
财宝猎人的后裔艾丽卡大小姐与战斗猫娘律、神秘萝莉多露和弱气少女菲尼娅组成了探宝团，按照传说中暮星女王的故事，在漫漫长空中开始寻找秘宝！她们的探宝行动将女王的封印逐一解开，而炽耀勇者残存之力形成的炽耀石，也被探宝团所获得，拯救洛可瓦拉似乎与这些力量有着密切的关系。",战舞幻想曲,30.5万,1076,2016-11-08 12:46,"
                        
                            连载中                    ",幻想|战斗|百合,2017-06-01 11:08,http://www.linovel.net/book/101304.html,18.7万
bookerad,"在妳起行之前，有無論如何也想告訴妳的事
今夜，來徹夜長談吧
關於「這裡」的故事，被記錄在空白書紙上我們的故事",口耳相傳的故事,9.8万,98,2017-03-02 03:51,"
                        
                            连载中                    ",幻想|百合,2017-06-01 13:31,http://www.linovel.net/book/101638.html,1.7万
秘之男三号X,"在与数码死神决战的六年后，不知名的病毒席卷数码世界 
被感染的数码兽开始发狂，无数数码兽在现实世界实体化 
为了拯救两个世界，以松田启人为首的驯兽师们再度站了出来 
你也来做驯兽师吧！",数码宝贝驯兽师之王twi,8万,37,2017-06-01 16:58,"
                        
                            连载中                    ",幻想|战斗|同人,2017-06-01 17:01,http://www.linovel.net/book/101955.html,9386
轻库作者联邦,"【一些专业知识借鉴于《轻库娘的写作指南》等专业指导】当新人赏中失意导致意外失去创作能力的作家青之介龙马，遇上梦想写出『让读者感到高兴的轻小说』的少女东久迩芷雪。面对步步紧逼的轻库新人赏，两人与轻库各位作者之间又会爆发怎样的有趣故事呢？
文茄、青姬、月夜海、凌沂(baka)等作家联合脑洞，带你走进文库作者们最接近真实的日常生活。
在此特别鸣谢：【校对、策划】月夜海、凌沂、BookerAD、奥奇雷（世界观察者）、軽い風等
【提议、评价】长弓手地鼠
",轻库里的笨蛋们,20.7万,172,2017-01-25 00:32,"
                        
                            连载中                    ",搞笑|日常|校园,2017-06-01 21:06,http://www.linovel.net/book/101543.html,4.9万
樹海,"只要点燃火柴，一切的幻想都能够实现。
儘管火焰燃尽以后，现实依然只是坨狗屎。
但能够做场美妙的幻梦也不错，不是吗？

为了拯救失去一切的少女，连宫司今日仍贩卖着火柴。",幻想世界与妄想火柴,9.7万,41,2017-04-25 16:16,"
                        
                            连载中                    ",幻想|异界|治愈,2017-06-02 01:10,http://www.linovel.net/book/101786.html,1.3万
WIIND,"浦原警官得知了自己的女友遇害的消息。是他杀、自杀，还是数年前未结的连环杀人案？
案情的真相逐渐变得变得扑朔迷离……",用玩具刀杀人的方法,7.9万,35,2017-06-02 15:31,"
                        
                            已完结                    ",悬疑|5月征文,2017-06-02 15:46,http://www.linovel.net/book/101961.html,7308
轩x雨,"记忆是支撑幸福的本质，是人类的一切，是这个世界的野望。
当记忆和时间都虚假得令人乏味，现实与虚假没有了界限。
我渴望，那不用记忆支撑的幸福。
若你相信我，一切都可以变为真实。
月亮，拥有着暗面。",暗月面,8万,36,2017-05-30 14:10,"
                        
                            连载中                    ",悬疑|5月征文,2017-06-02 22:53,http://www.linovel.net/book/101944.html,8393
在下叮当，有何贵干？,"“你想把你厌倦的人在这个世界上清除掉吗？”
一切的开端都是源自于这一条短信，
一场致命的死亡游戏，稍有不慎，都会是丧命的关键。",殉难日【最后的三十七天】,8.7万,38,2017-05-02 19:06,"
                        
                            连载中                    ",科幻|恐怖|悬疑,2017-06-03 11:15,http://www.linovel.net/book/101806.html,7734
404notfound,阴谋？,我所歌颂的故事,12.5万,49,2017-01-11 20:48,"
                        
                            连载中                    ",幻想|异界,2017-06-03 13:30,http://www.linovel.net/book/101505.html,3.2万
魔霸moba,"打开妖怪山庄的画卷后，左宁发现自己到了异世界，而且还多了一个女性的身体！于是起名为芸夜。
这个异界遍布了奇葩的妖怪！可以把尾巴分身的九尾萝莉，还有会对主人产生性欲的白发正太犬妖……
奇葩的是，九尾萝莉居然让芸夜当领主去捉妖！
更奇葩的是，那个九尾萝莉居然让芸夜舔足以示忠诚！
开什么玩笑，捉妖人对妖怪宣誓忠诚什么的……于是，身为重度足控的芸夜二话不说就舔了上去。",捉妖人的异界双生历险,14.4万,229,2017-04-08 00:52,"
                        
                            连载中                    ",异界|后宫|妖怪,2017-06-03 15:26,http://www.linovel.net/book/101716.html,15.6万
